Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","95","Honduras","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.55","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","97","Hongrie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","31072.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","97","Hongrie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.76","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","127","Îles Marshall","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","3894.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","127","Îles Marshall","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.86","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","25","Îles Salomon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2365.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","25","Îles Salomon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","100","Inde","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","6496.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","100","Inde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.96","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","101","Indonésie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11371.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","101","Indonésie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.53","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","102","Iran (République islamique d')","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.31","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","103","Iraq","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","10660.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","103","Iraq","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.56","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","104","Irlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","83470.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","104","Irlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.03","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","99","Islande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","56157.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","99","Islande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.41","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","105","Israël","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","39543.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","105","Israël","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.93","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","106","Italie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","42198.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","106","Italie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.31","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","109","Jamaïque","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","9738","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","109","Jamaïque","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.49","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","110","Japon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","41074.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","110","Japon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.06","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","112","Jordanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","9853.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","112","Jordanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.38","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","108","Kazakhstan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","25544.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","108","Kazakhstan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","114","Kenya","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","4203.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","114","Kenya","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.16","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","113","Kirghizistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5133.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","113","Kirghizistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.58","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","83","Kiribati","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2258.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","83","Kiribati","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.03","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","118","Koweït","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","50478.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","118","Koweït","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.11","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","122","Lesotho","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2748.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","122","Lesotho","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.22","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","119","Lettonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","29942","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","119","Lettonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.42","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","121","Liban","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","15612","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","121","Liban","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.64","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","123","Libéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1497","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","123","Libéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.19","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","124","Libye","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","15018","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","124","Libye","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.44","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","35390","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","126","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.75","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","114110","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","256","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.37","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","15944","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","154","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1613.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","129","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.52","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","27536.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","131","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.24","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1042.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","130","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.33","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","132","Maldives","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","18508.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","132","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2283.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","133","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.05","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","134","Malte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","43064","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","134","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.29","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","143","Maroc","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","7437.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","143","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.33","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","137","Maurice","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","22208.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","137","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.87","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5042.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","136","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.67","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","138","Mexique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","19992.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","138","Mexique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.57","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","3468.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","145","Micronésie (États fédérés de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.34","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","141","Mongolie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11915.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","141","Mongolie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.79","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","273","Monténégro","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","20628.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","273","Monténégro","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.11","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","144","Mozambique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1289.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","144","Mozambique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.78","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","28","Myanmar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5029.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","28","Myanmar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.31","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","147","Namibie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","9932","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","147","Namibie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.65","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","148","Nauru","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11487","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","148","Nauru","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.51","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","149","Népal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","3252.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","149","Népal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.63","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","157","Nicaragua","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5694.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","157","Nicaragua","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","158","Niger","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1196.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","158","Niger","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.26","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","159","Nigéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5155.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","159","Nigéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.19","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","162","Norvège","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","63332.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","162","Norvège","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.15","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","42635.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","156","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.54","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","221","Oman","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","28593.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","221","Oman","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.65","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","226","Ouganda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2122.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","226","Ouganda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.69","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","6755.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.28","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","165","Pakistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","4739.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","165","Pakistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.27","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","180","Palaos","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","18070","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","180","Palaos","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.86","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","299","Palestine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5661.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","299","Palestine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.74","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","166","Panama","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","31049.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","166","Panama","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.28","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","4235.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.67","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","169","Paraguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","12849.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","169","Paraguay","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.12","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","56454.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.87","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","170","Pérou","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","12782.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","170","Pérou","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.26","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","171","Philippines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","8516.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","171","Philippines","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.12","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","173","Pologne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","31765.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","173","Pologne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.55","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","177","Porto Rico","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","34116.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","177","Porto Rico","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","174","Portugal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","34013.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","174","Portugal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.14","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","179","Qatar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","94502.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","179","Qatar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.68","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","212","République arabe syrienne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.74","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","933.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.28","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","117","République de Corée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","41894.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","117","République de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.54","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","146","République de Moldova","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","12373","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","146","République de Moldova","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.35","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","1085.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.12","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","7592.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.42","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","56","République dominicaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","17711.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","56","République dominicaine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.03","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","116","République populaire démocratique de Corée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.35","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2590","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.56","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","183","Roumanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","28565.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","183","Roumanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.06","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","46309.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.05","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","184","Rwanda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2088.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","184","Rwanda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.12","X","Sources internationales sûres",""
